,DGC,BTC,EVC
JohnOglethorpe,0.2,0.0,0.013827879084882984
EllenThatcher,0.8,0.7000000000000001,0.5152644037621822
EdThatcher,0.6000000000000001,0.4,0.6529730501172055
SusieThatcher,0.4,0.0,0.30591562299457437
AliceVaughan,0.2,0.0,0.19359030718836176
MarcusAntoniusZucher,0.2,0.0,0.42056629009801455
