,DGC,BTC,EVC
JimmyHerf,1.0,0.16666666666666666,0.6186114202243141
JeffersonMerivale,0.75,0.0,0.2919966334004557
EmilyMerivale,1.0,0.16666666666666666,0.5089235950439883
MaisieMerivale,0.5,0.0,0.5098424223018699
JoeHarland,0.75,0.0,0.11452229337435287
